label,cell_id,classification,x,y,width,height,area,centroid_x,centroid_y
255,1251ced5-e28d-499e-a82b-55a570026e32,"Unclassified",704.0,499.0,11.0,21.0,180.0,709.6722412109375,509.26666259765625
256,e726f0a3-df95-4e41-8d6e-a5afee5d7a15,"Unclassified",625.0,576.0,14.0,17.0,180.0,632.6555786132812,584.6777954101562
257,d33eab61-fd7f-4fa3-bb36-a67e4e8b7865,"Unclassified",408.0,697.0,12.0,25.0,180.0,414.1222229003906,708.7611083984375
258,cd842a92-ca60-4d29-afae-860b31aa7a6a,"Unclassified",210.0,105.0,15.0,16.0,178.0,218.03932189941406,112.92134857177734
259,10ed83d7-aa94-44be-94c5-6857891a3552,"Unclassified",615.0,188.0,14.0,17.0,178.0,622.05615234375,196.4157257080078
260,4180887e-dfa8-4b36-a61c-d2086650c91a,"Unclassified",496.0,333.0,15.0,18.0,178.0,503.9438171386719,342.1573181152344
261,a8b09e3c-fffa-4ae4-91be-9144e38d969b,"Unclassified",123.0,82.0,16.0,17.0,177.0,131.03672790527344,90.10452270507812
262,31221592-6c42-42a0-8efd-51108624bb9a,"Unclassified",713.0,250.0,20.0,13.0,177.0,722.9632568359375,256.5
263,8a6ca52a-396d-4787-b0cc-48c00dc4a865,"Unclassified",12.0,532.0,16.0,16.0,176.0,20.13068199157715,540.0113525390625
264,ad85304d-8984-46cf-b652-92c453d0f7a6,"Unclassified",141.0,663.0,17.0,14.0,176.0,149.88067626953125,670.4545288085938
265,145d5d83-2852-4924-b2be-6257f1aea85d,"Unclassified",72.0,123.0,12.0,21.0,175.0,77.31143188476562,133.9971466064453
266,46d72b90-5bed-4eb7-891e-06bc97e69d38,"Unclassified",687.0,190.0,14.0,21.0,175.0,693.6085815429688,201.1171417236328
267,92e7ebf1-f924-497e-b2e0-9d46b0c3f7d4,"Unclassified",687.0,498.0,14.0,17.0,175.0,694.0314331054688,506.42572021484375
268,025e6335-5664-4a21-b3cc-d640e113c8dd,"Unclassified",135.0,311.0,22.0,20.0,174.0,145.0,322.0057373046875
269,1a9dfdee-36f3-44fd-b82b-c8ef78a9f7c1,"Unclassified",73.0,514.0,24.0,17.0,174.0,83.8448257446289,521.8390502929688
270,5d02ff77-7e4a-4c59-87b8-443d035343d9,"Unclassified",651.0,105.0,15.0,16.0,172.0,658.7325439453125,113.30232238769531
271,e54e3a70-f842-4b39-b186-8fd3b607b9d3,"Unclassified",48.0,598.0,16.0,14.0,172.0,55.9360466003418,604.7442016601562
272,365126d0-27ca-42c4-8a8f-e6060b489007,"Unclassified",871.0,669.0,15.0,15.0,172.0,878.3779296875,676.093017578125
273,f2218df3-05fc-478e-8608-9d8d838e1872,"Unclassified",804.0,381.0,14.0,16.0,171.0,811.0321655273438,388.880126953125
274,d54632d5-a555-45da-9eca-77427554dfc5,"Unclassified",305.0,0.0,21.0,12.0,170.0,314.3235168457031,5.252941131591797
275,3ebc5060-b1a3-492e-9fc9-083b22e2d85a,"Unclassified",330.0,564.0,16.0,14.0,170.0,338.60589599609375,571.4000244140625
276,4a9c1c3a-7ad3-470f-8af0-ce3146f4eae7,"Unclassified",406.0,719.0,12.0,23.0,170.0,411.9058837890625,730.7411499023438
277,c0a0212f-01f2-4171-88f7-8603c17aab08,"Unclassified",758.0,322.0,16.0,15.0,169.0,765.4881591796875,329.95562744140625
278,ab985cf7-5c04-4037-b1fc-3cb90d55ed45,"Unclassified",124.0,328.0,18.0,13.0,168.0,132.8392791748047,334.5238037109375
279,bdb62ee2-2e30-47e5-aa1e-1e5d6cb62329,"Unclassified",683.0,417.0,15.0,15.0,168.0,690.5,424.9583435058594
280,d30f5ada-febf-4e4b-ab24-679b58075a8e,"Unclassified",846.0,562.0,13.0,17.0,167.0,853.1107788085938,570.943115234375
281,6b825469-5baa-4adb-9383-6fc7aea171f4,"Unclassified",438.0,319.0,14.0,19.0,166.0,444.5361328125,329.222900390625
282,0058184d-eb9e-4669-94ee-1d64cd26333f,"Unclassified",457.0,486.0,14.0,17.0,166.0,464.277099609375,494.0481872558594
283,1306c69c-d767-485a-ba1b-3d0104bbdba8,"Unclassified",828.0,383.0,17.0,19.0,165.0,835.227294921875,393.3908996582031
284,c7bfd6c0-8a5f-4b5e-83bc-c8b0e9f55492,"Unclassified",439.0,408.0,16.0,16.0,165.0,447.0697021484375,416.70001220703125
285,ab980cfc-3f79-46d6-9204-3bf41d972b25,"Unclassified",440.0,449.0,17.0,16.0,165.0,448.536376953125,457.4696960449219
